Open,High,Low,Close,Volume,Dividends,Stock Splits,Date,name,Returns
2519.55,2580.61,2519.55,2568.21,5698126,0.0,0.0,2023-02-28,HDFC,17.02
2584.5,2586.32,2566.1,2576.92,1678043,0.0,0.0,2023-03-01,HDFC,8.71
2565.31,2585.44,2554.19,2561.96,2060644,0.0,0.0,2023-03-02,HDFC,-14.96
2587.55,2617.96,2565.51,2604.28,2998160,0.0,0.0,2023-03-03,HDFC,42.32
2616.0,2650.44,2611.81,2632.48,3813040,0.0,0.0,2023-03-06,HDFC,28.2
2627.81,2654.18,2620.92,2637.11,3598957,0.0,0.0,2023-03-08,HDFC,4.63
2637.11,2649.46,2620.03,2624.95,1963425,0.0,0.0,2023-03-09,HDFC,-12.16
2606.15,2608.07,2547.2,2567.67,4394741,0.0,0.0,2023-03-10,HDFC,-57.28
2568.76,2584.99,2525.45,2534.55,2665484,0.0,0.0,2023-03-13,HDFC,-33.12
2530.47,2554.44,2509.7,2517.04,3613916,0.0,0.0,2023-03-14,HDFC,-17.51
2539.18,2545.73,2480.42,2488.89,1770763,0.0,0.0,2023-03-15,HDFC,-28.15
2493.96,2507.88,2462.51,2491.59,3940604,0.0,0.0,2023-03-16,HDFC,2.7
2507.05,2538.64,2473.78,2523.63,4979214,0.0,0.0,2023-03-17,HDFC,32.04
2536.28,2536.28,2492.09,2514.33,2692196,0.0,0.0,2023-03-20,HDFC,-9.3
2529.39,2543.17,2511.82,2539.92,2862486,0.0,0.0,2023-03-21,HDFC,25.59
2548.09,2550.45,2527.47,2543.36,2039713,0.0,0.0,2023-03-22,HDFC,3.44
2527.96,2558.91,2516.2,2529.24,2493899,0.0,0.0,2023-03-23,HDFC,-14.12
2514.77,2545.73,2504.88,2519.45,2114450,0.0,0.0,2023-03-24,HDFC,-9.79
2524.47,2538.64,2510.79,2521.42,2999513,0.0,0.0,2023-03-27,HDFC,1.97
2524.47,2543.17,2519.64,2539.38,2445804,0.0,0.0,2023-03-28,HDFC,17.96
2545.13,2572.69,2538.2,2561.92,3930726,0.0,0.0,2023-03-29,HDFC,22.54
2573.68,2590.41,2551.09,2584.01,4953387,0.0,0.0,2023-03-31,HDFC,22.09
2585.88,2593.16,2568.9,2587.41,4481415,0.0,0.0,2023-04-03,HDFC,3.4
2574.17,2667.22,2574.17,2663.19,5890726,0.0,0.0,2023-04-05,HDFC,75.78
2657.33,2691.58,2648.52,2686.17,5286740,0.0,0.0,2023-04-06,HDFC,22.98
2681.94,2704.72,2671.95,2684.64,3000562,0.0,0.0,2023-04-10,HDFC,-1.53
2685.87,2703.59,2673.92,2698.67,5030066,0.0,0.0,2023-04-11,HDFC,14.03
2706.54,2730.56,2699.65,2725.49,2508834,0.0,0.0,2023-04-12,HDFC,26.82
2726.23,2747.83,2721.45,2742.81,5191333,0.0,0.0,2023-04-13,HDFC,17.32
2783.26,2783.26,2675.64,2698.72,4953106,0.0,0.0,2023-04-17,HDFC,-44.09
2707.53,2711.17,2675.64,2680.66,5850769,0.0,0.0,2023-04-18,HDFC,-18.06
2690.8,2705.26,2682.53,2701.43,1756973,0.0,0.0,2023-04-19,HDFC,20.77
2701.33,2712.99,2687.4,2699.65,2501893,0.0,0.0,2023-04-20,HDFC,-1.78
2692.27,2719.88,2692.17,2715.79,1719725,0.0,0.0,2023-04-21,HDFC,16.14
2726.18,2747.09,2716.24,2743.5,2797335,0.0,0.0,2023-04-24,HDFC,27.71
2738.04,2747.88,2705.8,2713.43,4575039,0.0,0.0,2023-04-25,HDFC,-30.07
2707.82,2723.57,2697.68,2717.81,2247289,0.0,0.0,2023-04-26,HDFC,4.38
2709.1,2737.05,2705.8,2729.08,3347433,0.0,0.0,2023-04-27,HDFC,11.27
2728.2,2736.91,2710.09,2731.74,4660013,0.0,0.0,2023-04-28,HDFC,2.66
2747.39,2759.69,2732.33,2745.91,5377606,0.0,0.0,2023-05-02,HDFC,14.17
2736.07,2749.65,2726.87,2743.7,1990165,0.0,0.0,2023-05-03,HDFC,-2.21
2740.99,2821.69,2736.02,2816.82,4703010,0.0,0.0,2023-05-04,HDFC,73.12
2676.03,2714.42,2654.38,2659.6,8824448,0.0,0.0,2023-05-05,HDFC,-157.22
2670.13,2701.42,2667.37,2692.37,5921220,0.0,0.0,2023-05-08,HDFC,32.77
2699.65,2723.27,2693.6,2706.59,5048926,0.0,0.0,2023-05-09,HDFC,14.22
2705.56,2712.1,2690.3,2709.15,1920538,0.0,0.0,2023-05-10,HDFC,2.56
2722.78,2732.28,2710.13,2723.42,2282579,0.0,0.0,2023-05-11,HDFC,14.27
2711.12,2741.53,2706.54,2732.43,2634023,0.0,0.0,2023-05-12,HDFC,9.01
2735.08,2751.82,2727.36,2740.35,3373596,0.0,0.0,2023-05-15,HDFC,7.92
2759.0,2764.85,2715.0,2722.65,4677862,44.0,0.0,2023-05-16,HDFC,-17.7
2727.0,2727.0,2688.2,2706.15,2622477,0.0,0.0,2023-05-17,HDFC,-16.5
2715.4,2732.35,2707.1,2716.0,2144878,0.0,0.0,2023-05-18,HDFC,9.85
2731.7,2731.7,2693.6,2710.95,2303627,0.0,0.0,2023-05-19,HDFC,-5.05
2709.5,2720.95,2693.1,2704.75,1933631,0.0,0.0,2023-05-22,HDFC,-6.2
2717.0,2718.65,2698.35,2705.85,4402201,0.0,0.0,2023-05-23,HDFC,1.1
2687.05,2704.65,2665.0,2671.75,2687610,0.0,0.0,2023-05-24,HDFC,-34.1
2664.8,2669.95,2633.6,2647.4,4693122,0.0,0.0,2023-05-25,HDFC,-24.35
2643.6,2657.95,2631.05,2650.6,6244230,0.0,0.0,2023-05-26,HDFC,3.2
2682.0,2700.0,2674.6,2690.55,3030616,0.0,0.0,2023-05-29,HDFC,39.95
2685.2,2702.9,2672.6,2693.35,4054695,0.0,0.0,2023-05-30,HDFC,2.8
2678.0,2685.4,2637.1,2640.4,17183308,0.0,0.0,2023-05-31,HDFC,-52.95
2670.0,2670.0,2638.8,2646.7,3666667,0.0,0.0,2023-06-01,HDFC,6.3
2651.5,2655.0,2634.55,2645.9,4065864,0.0,0.0,2023-06-02,HDFC,-0.8
2658.0,2661.9,2642.0,2644.8,4714971,0.0,0.0,2023-06-05,HDFC,-1.1
2645.95,2649.0,2624.85,2635.35,4846536,0.0,0.0,2023-06-06,HDFC,-9.45
2642.75,2655.0,2631.6,2648.55,2694134,0.0,0.0,2023-06-07,HDFC,13.2
2636.1,2678.0,2636.1,2653.8,2072748,0.0,0.0,2023-06-08,HDFC,5.25
2664.0,2667.9,2646.85,2652.9,4348281,0.0,0.0,2023-06-09,HDFC,-0.9
2660.0,2664.0,2638.8,2640.8,3275459,0.0,0.0,2023-06-12,HDFC,-12.1
2636.75,2654.8,2634.9,2645.9,5516136,0.0,0.0,2023-06-13,HDFC,5.1
2651.0,2656.0,2640.8,2645.85,4681618,0.0,0.0,2023-06-14,HDFC,-0.05
2647.75,2652.15,2618.0,2620.15,3498981,0.0,0.0,2023-06-15,HDFC,-25.7
2630.0,2664.0,2626.05,2650.45,11656470,0.0,0.0,2023-06-16,HDFC,30.3
2664.05,2669.0,2647.15,2654.8,5187085,0.0,0.0,2023-06-19,HDFC,4.35
2653.95,2663.0,2631.4,2658.55,5495069,0.0,0.0,2023-06-20,HDFC,3.75
553.57,563.94,553.18,562.6,982122,0.0,0.0,2022-06-21,HDFCLife,0.0
559.16,562.0,548.54,549.99,1215189,0.0,0.0,2022-06-22,HDFCLife,-12.61
551.28,558.16,547.84,556.27,1592871,0.0,0.0,2022-06-23,HDFCLife,6.28
556.32,563.44,556.32,559.6,1021604,0.0,0.0,2022-06-24,HDFCLife,3.33
562.4,570.62,554.77,556.17,2738127,0.0,0.0,2022-06-27,HDFCLife,-3.43
558.11,567.13,547.54,564.09,2194297,0.0,0.0,2022-06-28,HDFCLife,7.92
556.66,559.7,536.98,539.47,4268386,0.0,0.0,2022-06-29,HDFCLife,-24.62
538.72,554.17,535.83,548.19,6228299,0.0,0.0,2022-06-30,HDFCLife,8.72
548.14,565.44,538.77,563.59,2052291,0.0,0.0,2022-07-01,HDFCLife,15.4
563.59,573.61,561.25,572.41,1488372,0.0,0.0,2022-07-04,HDFCLife,8.82
579.09,579.29,561.4,562.99,2528269,0.0,0.0,2022-07-05,HDFCLife,-9.42
561.4,570.02,553.18,555.62,3309296,0.0,0.0,2022-07-06,HDFCLife,-7.37
561.95,563.79,549.39,552.78,4548159,0.0,0.0,2022-07-07,HDFCLife,-2.84
556.17,557.01,541.66,543.56,3509988,0.0,0.0,2022-07-08,HDFCLife,-9.22
541.22,547.3,538.42,544.85,1848324,0.0,0.0,2022-07-11,HDFCLife,1.29
544.75,544.85,535.68,537.98,2088278,0.0,0.0,2022-07-12,HDFCLife,-6.87
540.67,543.96,536.78,537.73,1169625,0.0,0.0,2022-07-13,HDFCLife,-0.25
539.02,541.66,530.85,535.38,1770641,0.0,0.0,2022-07-14,HDFCLife,-2.35
535.33,539.92,532.25,538.13,1079168,0.0,0.0,2022-07-15,HDFCLife,2.75
542.61,544.16,538.67,540.97,1543573,0.0,0.0,2022-07-18,HDFCLife,2.84
539.22,543.01,533.24,534.14,4654412,0.0,0.0,2022-07-19,HDFCLife,-6.83
538.23,539.32,520.28,523.47,9053768,0.0,0.0,2022-07-20,HDFCLife,-10.67
523.57,530.6,517.34,527.36,5528757,0.0,0.0,2022-07-21,HDFCLife,3.89
528.26,535.19,526.81,533.24,2944287,0.0,0.0,2022-07-22,HDFCLife,5.88
532.25,534.24,524.27,525.02,3800562,0.0,0.0,2022-07-25,HDFCLife,-8.22
523.27,529.25,518.39,520.83,7812371,0.0,0.0,2022-07-26,HDFCLife,-4.19
523.27,530.8,518.34,519.54,8672870,0.0,0.0,2022-07-27,HDFCLife,-1.29
522.28,534.24,517.94,529.85,11504269,0.0,0.0,2022-07-28,HDFCLife,10.31
538.23,558.16,532.44,553.67,14236016,0.0,0.0,2022-07-29,HDFCLife,23.82
558.16,558.36,542.61,544.26,4482787,0.0,0.0,2022-08-01,HDFCLife,-9.41
543.21,543.21,532.89,536.73,5856552,0.0,0.0,2022-08-02,HDFCLife,-7.53
538.23,538.77,524.77,533.59,4152018,0.0,0.0,2022-08-03,HDFCLife,-3.14
534.54,537.63,527.66,533.14,4868831,0.0,0.0,2022-08-04,HDFCLife,-0.45
535.83,543.76,534.79,537.48,5466554,0.0,0.0,2022-08-05,HDFCLife,4.34
539.22,541.61,534.04,534.99,2560379,0.0,0.0,2022-08-08,HDFCLife,-2.49
536.63,542.16,535.24,539.12,3597072,0.0,0.0,2022-08-10,HDFCLife,4.13
541.86,543.71,537.48,539.77,2333537,0.0,0.0,2022-08-11,HDFCLife,0.65
540.22,546.55,538.37,543.16,2904816,0.0,0.0,2022-08-12,HDFCLife,3.39
545.9,571.02,544.21,568.72,9780995,0.0,0.0,2022-08-16,HDFCLife,25.56
570.12,589.76,568.13,587.41,8775717,0.0,0.0,2022-08-17,HDFCLife,18.69
588.26,596.98,581.08,584.82,7123366,0.0,0.0,2022-08-18,HDFCLife,-2.59
584.57,592.45,571.91,574.75,3992396,0.0,0.0,2022-08-19,HDFCLife,-10.07
574.75,574.75,563.74,564.79,2575136,0.0,0.0,2022-08-22,HDFCLife,-9.96
558.16,569.42,558.16,563.99,2725513,0.0,0.0,2022-08-23,HDFCLife,-0.8
566.03,572.36,561.3,564.79,3475352,0.0,0.0,2022-08-24,HDFCLife,0.8
567.63,577.84,566.48,569.17,2146845,0.0,0.0,2022-08-25,HDFCLife,4.38
573.01,579.59,562.5,565.04,4009744,0.0,0.0,2022-08-26,HDFCLife,-4.13
553.18,563.14,552.28,559.11,2582228,0.0,0.0,2022-08-29,HDFCLife,-5.93
561.65,574.61,560.3,573.31,3057037,0.0,0.0,2022-08-30,HDFCLife,14.2
574.95,579.09,567.18,573.71,3491926,0.0,0.0,2022-09-01,HDFCLife,0.4
573.11,584.17,569.37,572.96,3282784,0.0,0.0,2022-09-02,HDFCLife,-0.75
572.11,576.95,568.18,571.76,1218242,0.0,0.0,2022-09-05,HDFCLife,-1.2
574.51,578.89,569.77,571.62,3339197,0.0,0.0,2022-09-06,HDFCLife,-0.14
568.13,576.6,567.03,575.05,3210212,0.0,0.0,2022-09-07,HDFCLife,3.43
577.94,584.07,576.1,582.43,2397242,0.0,0.0,2022-09-08,HDFCLife,7.38
584.07,586.96,573.11,574.06,1230807,0.0,0.0,2022-09-09,HDFCLife,-8.37
576.1,582.08,570.92,576.65,2014300,0.0,0.0,2022-09-12,HDFCLife,2.59
603.01,603.91,583.08,585.12,10170913,0.0,0.0,2022-09-13,HDFCLife,8.47
578.09,584.27,573.16,574.46,3032306,0.0,0.0,2022-09-14,HDFCLife,-10.66
576.5,581.48,564.24,564.89,2651988,0.0,0.0,2022-09-15,HDFCLife,-9.57
566.13,566.98,543.11,544.95,7125860,0.0,0.0,2022-09-16,HDFCLife,-19.94
548.19,555.17,541.22,546.3,4657454,0.0,0.0,2022-09-19,HDFCLife,1.35
548.99,562.69,545.4,557.91,8499419,0.0,0.0,2022-09-20,HDFCLife,11.61
556.17,559.95,547.69,549.59,2075187,0.0,0.0,2022-09-21,HDFCLife,-8.32
543.31,549.64,538.33,544.01,3493307,0.0,0.0,2022-09-22,HDFCLife,-5.58
540.97,543.21,535.33,537.68,2118150,0.0,0.0,2022-09-23,HDFCLife,-6.33
533.24,534.69,518.29,521.03,3974804,0.0,0.0,2022-09-26,HDFCLife,-16.65
523.67,525.17,513.56,519.14,2994372,0.0,0.0,2022-09-27,HDFCLife,-1.89
516.65,518.54,508.32,512.76,3564554,0.0,0.0,2022-09-28,HDFCLife,-6.38
516.3,528.01,515.3,526.26,5428542,0.0,0.0,2022-09-29,HDFCLife,13.5
524.27,530.65,519.79,528.71,3216079,0.0,0.0,2022-09-30,HDFCLife,2.45
528.81,528.81,516.35,517.0,2951085,0.0,0.0,2022-10-03,HDFCLife,-11.71
520.48,531.35,520.48,530.2,2257640,0.0,0.0,2022-10-04,HDFCLife,13.2
533.24,537.43,527.06,527.91,3033739,0.0,0.0,2022-10-06,HDFCLife,-2.29
528.21,531.75,524.17,525.12,2762228,0.0,0.0,2022-10-07,HDFCLife,-2.79
524.07,532.74,518.29,531.45,2979552,0.0,0.0,2022-10-10,HDFCLife,6.33
532.25,533.24,519.59,520.83,2358152,0.0,0.0,2022-10-11,HDFCLife,-10.62
518.39,526.86,518.39,524.87,1768526,0.0,0.0,2022-10-12,HDFCLife,4.04
523.27,524.27,516.3,518.94,1463375,0.0,0.0,2022-10-13,HDFCLife,-5.93
532.64,532.64,520.09,521.28,2214367,0.0,0.0,2022-10-14,HDFCLife,2.34
520.28,524.17,516.9,522.03,1486039,0.0,0.0,2022-10-17,HDFCLife,0.75
524.37,530.65,522.03,529.5,2757284,0.0,0.0,2022-10-18,HDFCLife,7.47
531.45,533.64,527.56,529.8,2135162,0.0,0.0,2022-10-19,HDFCLife,0.3
529.25,536.23,525.27,535.43,2285817,0.0,0.0,2022-10-20,HDFCLife,5.63
538.13,546.5,534.94,540.17,4221644,0.0,0.0,2022-10-21,HDFCLife,4.74
545.0,545.2,537.93,539.77,389166,0.0,0.0,2022-10-24,HDFCLife,-0.4
542.56,543.01,529.75,531.7,2362781,0.0,0.0,2022-10-25,HDFCLife,-8.07
531.25,536.18,527.91,531.25,4849578,0.0,0.0,2022-10-27,HDFCLife,-0.45
530.95,534.74,526.56,528.36,1207153,0.0,0.0,2022-10-28,HDFCLife,-2.89
531.05,539.52,530.35,538.67,1625350,0.0,0.0,2022-10-31,HDFCLife,10.31
541.27,549.09,538.13,542.76,2726938,0.0,0.0,2022-11-01,HDFCLife,4.09
544.06,546.35,538.37,540.47,1479779,0.0,0.0,2022-11-02,HDFCLife,-2.29
538.62,546.5,536.38,543.61,1782757,0.0,0.0,2022-11-03,HDFCLife,3.14
543.61,545.1,534.74,537.53,1514523,0.0,0.0,2022-11-04,HDFCLife,-6.08
538.23,541.71,532.94,534.24,2976001,0.0,0.0,2022-11-07,HDFCLife,-3.29
534.99,536.43,529.16,530.0,2253327,0.0,0.0,2022-11-09,HDFCLife,-4.24
530.0,532.74,525.27,526.51,1377280,0.0,0.0,2022-11-10,HDFCLife,-3.49
533.24,551.18,530.7,540.87,6425663,0.0,0.0,2022-11-11,HDFCLife,14.36
543.21,543.41,534.59,537.08,2050388,0.0,0.0,2022-11-14,HDFCLife,-3.79
538.03,539.17,528.41,531.15,2529334,0.0,0.0,2022-11-15,HDFCLife,-5.93
525.37,530.4,523.87,526.36,2993826,0.0,0.0,2022-11-16,HDFCLife,-4.79
526.81,533.79,523.32,529.45,2836626,0.0,0.0,2022-11-17,HDFCLife,3.09
531.25,532.99,526.31,529.8,1947066,0.0,0.0,2022-11-18,HDFCLife,0.35
529.75,533.14,526.81,530.6,2063314,0.0,0.0,2022-11-21,HDFCLife,0.8
532.05,538.82,530.55,538.18,2913409,0.0,0.0,2022-11-22,HDFCLife,7.58
540.87,547.3,539.22,545.85,5516902,0.0,0.0,2022-11-23,HDFCLife,7.67
550.09,571.67,548.29,570.67,10593189,0.0,0.0,2022-11-24,HDFCLife,24.82
573.11,588.06,572.11,584.67,9556330,0.0,0.0,2022-11-25,HDFCLife,14.0
582.78,591.05,580.24,584.07,5799007,0.0,0.0,2022-11-28,HDFCLife,-0.6
581.58,585.57,580.64,582.93,3215187,0.0,0.0,2022-11-29,HDFCLife,-1.14
584.27,591.05,583.13,588.66,3502958,0.0,0.0,2022-11-30,HDFCLife,5.73
588.66,598.93,587.16,594.49,3187533,0.0,0.0,2022-12-01,HDFCLife,5.83
592.99,592.99,585.02,587.91,2788220,0.0,0.0,2022-12-02,HDFCLife,-6.58
589.95,591.85,582.88,586.96,2199625,0.0,0.0,2022-12-05,HDFCLife,-0.95
586.07,593.44,583.18,584.87,2751347,0.0,0.0,2022-12-06,HDFCLife,-2.09
588.96,588.96,578.19,579.89,2831232,0.0,0.0,2022-12-07,HDFCLife,-4.98
578.09,578.89,571.62,575.6,3171602,0.0,0.0,2022-12-08,HDFCLife,-4.29
579.09,579.99,569.67,577.7,3243513,0.0,0.0,2022-12-09,HDFCLife,2.1
573.31,576.1,569.67,574.61,1747003,0.0,0.0,2022-12-12,HDFCLife,-3.09
576.3,581.88,575.4,580.44,3212182,0.0,0.0,2022-12-13,HDFCLife,5.83
581.08,583.63,577.2,578.44,2800824,0.0,0.0,2022-12-14,HDFCLife,-2.0
580.98,585.32,574.26,578.29,1991517,0.0,0.0,2022-12-15,HDFCLife,-0.15
577.3,583.78,571.71,573.31,2787126,0.0,0.0,2022-12-16,HDFCLife,-4.98
573.06,584.82,572.31,582.53,1960076,0.0,0.0,2022-12-19,HDFCLife,9.22
581.08,583.08,576.65,577.89,2166279,0.0,0.0,2022-12-20,HDFCLife,-4.64
583.08,587.96,569.42,573.51,2694392,0.0,0.0,2022-12-21,HDFCLife,-4.38
574.51,580.88,572.11,575.95,3424491,0.0,0.0,2022-12-22,HDFCLife,2.44
573.06,577.05,562.3,563.59,3234932,0.0,0.0,2022-12-23,HDFCLife,-12.36
560.65,568.87,560.65,567.43,1962030,0.0,0.0,2022-12-26,HDFCLife,3.84
570.12,572.31,565.59,567.93,1511387,0.0,0.0,2022-12-27,HDFCLife,0.5
567.83,569.87,564.49,566.33,1452719,0.0,0.0,2022-12-28,HDFCLife,-1.6
564.14,571.32,557.31,569.12,3393061,0.0,0.0,2022-12-29,HDFCLife,2.79
570.17,571.12,563.34,564.39,1690896,0.0,0.0,2022-12-30,HDFCLife,-4.73
563.14,569.52,559.41,568.43,841928,0.0,0.0,2023-01-02,HDFCLife,4.04
568.13,598.03,567.63,593.64,10096217,0.0,0.0,2023-01-03,HDFCLife,25.21
597.03,607.9,593.04,596.63,7722662,0.0,0.0,2023-01-04,HDFCLife,2.99
598.03,610.39,596.03,607.45,5704967,0.0,0.0,2023-01-05,HDFCLife,10.82
606.0,618.56,603.66,609.64,5415866,0.0,0.0,2023-01-06,HDFCLife,2.19
613.03,616.02,599.77,606.45,3969535,0.0,0.0,2023-01-09,HDFCLife,-3.19
606.5,611.04,597.58,598.23,4073524,0.0,0.0,2023-01-10,HDFCLife,-8.22
598.03,603.56,592.4,597.88,3576811,0.0,0.0,2023-01-11,HDFCLife,-0.35
600.47,603.81,592.65,596.43,2358813,0.0,0.0,2023-01-12,HDFCLife,-1.45
597.48,605.6,594.39,602.51,3272285,0.0,0.0,2023-01-13,HDFCLife,6.08
603.01,610.59,597.88,602.21,2170216,0.0,0.0,2023-01-16,HDFCLife,-0.3
605.01,608.59,599.22,607.45,1807515,0.0,0.0,2023-01-17,HDFCLife,5.24
608.0,608.05,596.48,599.07,3291651,0.0,0.0,2023-01-18,HDFCLife,-8.38
599.17,608.99,598.78,603.26,3615736,0.0,0.0,2023-01-19,HDFCLife,4.19
606.0,606.4,586.32,588.61,4255202,0.0,0.0,2023-01-20,HDFCLife,-14.65
593.04,594.49,583.28,587.26,3884783,0.0,0.0,2023-01-23,HDFCLife,-1.35
589.06,592.8,586.22,587.61,2219052,0.0,0.0,2023-01-24,HDFCLife,0.35
588.06,589.81,578.19,583.13,1443501,0.0,0.0,2023-01-25,HDFCLife,-4.48
584.52,591.95,576.15,585.77,3632289,0.0,0.0,2023-01-27,HDFCLife,2.64
584.87,590.4,581.38,586.02,2843943,0.0,0.0,2023-01-30,HDFCLife,0.25
586.02,587.56,571.07,576.95,3073978,0.0,0.0,2023-01-31,HDFCLife,-9.07
580.98,582.73,500.7,514.01,22671272,0.0,0.0,2023-02-01,HDFCLife,-62.94
497.36,503.59,481.46,491.08,17269387,0.0,0.0,2023-02-02,HDFCLife,-22.93
494.37,497.36,479.42,487.29,10593983,0.0,0.0,2023-02-03,HDFCLife,-3.79
485.4,488.14,472.14,480.47,7441590,0.0,0.0,2023-02-06,HDFCLife,-6.82
482.31,489.88,480.42,481.36,7117626,0.0,0.0,2023-02-07,HDFCLife,0.89
483.21,508.62,481.91,506.88,10571918,0.0,0.0,2023-02-08,HDFCLife,25.52
506.88,520.98,500.55,516.95,9516815,0.0,0.0,2023-02-09,HDFCLife,10.07
518.09,526.66,516.6,520.83,7239045,0.0,0.0,2023-02-10,HDFCLife,3.88
520.83,524.27,510.47,512.81,3063664,0.0,0.0,2023-02-13,HDFCLife,-8.02
513.71,515.75,505.98,510.37,2233957,0.0,0.0,2023-02-14,HDFCLife,-2.44
509.07,518.29,507.98,517.39,2497424,0.0,0.0,2023-02-15,HDFCLife,7.02
517.29,520.28,511.02,512.91,1983991,0.0,0.0,2023-02-16,HDFCLife,-4.48
512.86,512.86,499.85,502.59,4312084,0.0,0.0,2023-02-17,HDFCLife,-10.32
504.64,521.03,498.61,506.28,6129396,0.0,0.0,2023-02-20,HDFCLife,3.69
509.22,513.11,498.41,499.4,2669387,0.0,0.0,2023-02-21,HDFCLife,-6.88
498.95,500.1,490.88,492.83,2728046,0.0,0.0,2023-02-22,HDFCLife,-6.57
492.83,493.32,484.55,485.25,4158416,0.0,0.0,2023-02-23,HDFCLife,-7.58
486.89,488.39,480.42,481.26,2436219,0.0,0.0,2023-02-24,HDFCLife,-3.99
481.26,489.29,476.43,487.09,2587409,0.0,0.0,2023-02-27,HDFCLife,5.83
489.29,490.08,482.96,487.19,3271808,0.0,0.0,2023-02-28,HDFCLife,0.1
487.29,489.24,482.81,488.14,1591916,0.0,0.0,2023-03-01,HDFCLife,0.95
488.39,489.64,480.07,481.21,2618651,0.0,0.0,2023-03-02,HDFCLife,-6.93
483.71,490.93,480.02,488.34,2983486,0.0,0.0,2023-03-03,HDFCLife,7.13
490.38,495.12,487.39,488.54,3007451,0.0,0.0,2023-03-06,HDFCLife,0.2
488.39,494.72,486.4,493.57,5589817,0.0,0.0,2023-03-08,HDFCLife,5.03
493.37,494.97,488.39,489.64,2336282,0.0,0.0,2023-03-09,HDFCLife,-3.93
485.95,489.54,482.61,488.64,2383642,0.0,0.0,2023-03-10,HDFCLife,-1.0
488.39,493.87,475.73,477.38,2849642,0.0,0.0,2023-03-13,HDFCLife,-11.26
478.87,483.75,467.21,469.0,8530038,0.0,0.0,2023-03-14,HDFCLife,-8.38
471.5,476.88,463.57,465.17,6095528,0.0,0.0,2023-03-15,HDFCLife,-3.83
465.17,467.46,456.3,459.88,6790599,0.0,0.0,2023-03-16,HDFCLife,-5.29
462.52,475.73,462.48,469.7,7640040,0.0,0.0,2023-03-17,HDFCLife,9.82
468.46,469.85,456.59,463.72,3937830,0.0,0.0,2023-03-20,HDFCLife,-5.98
465.47,482.41,464.97,481.16,4363583,0.0,0.0,2023-03-21,HDFCLife,17.44
481.41,496.86,481.41,495.82,5604187,0.0,0.0,2023-03-22,HDFCLife,14.66
495.82,503.34,492.53,496.91,4489138,0.0,0.0,2023-03-23,HDFCLife,1.09
492.87,500.25,480.02,490.63,6424544,0.0,0.0,2023-03-24,HDFCLife,-6.28
485.05,497.81,485.05,491.33,2412510,0.0,0.0,2023-03-27,HDFCLife,0.7
493.82,496.86,485.25,488.09,2494157,0.0,0.0,2023-03-28,HDFCLife,-3.24
489.69,496.36,485.1,494.32,3137010,0.0,0.0,2023-03-29,HDFCLife,6.23
495.37,499.55,493.37,497.56,3459342,0.0,0.0,2023-03-31,HDFCLife,3.24
500.4,506.83,499.6,502.04,2394944,0.0,0.0,2023-04-03,HDFCLife,4.48
502.04,510.27,502.04,506.08,4270479,0.0,0.0,2023-04-05,HDFCLife,4.04
504.44,515.2,503.59,512.96,2416882,0.0,0.0,2023-04-06,HDFCLife,6.88
512.96,518.59,509.97,512.01,2375216,0.0,0.0,2023-04-10,HDFCLife,-0.95
515.1,521.08,511.06,511.86,3671457,0.0,0.0,2023-04-11,HDFCLife,-0.15
512.31,516.75,507.88,515.35,1950603,0.0,0.0,2023-04-12,HDFCLife,3.49
517.94,531.75,516.8,530.1,4153200,0.0,0.0,2023-04-13,HDFCLife,14.75
540.72,540.72,527.56,531.65,3417617,0.0,0.0,2023-04-17,HDFCLife,1.55
535.24,538.23,527.76,530.55,2514020,0.0,0.0,2023-04-18,HDFCLife,-1.1
530.75,531.2,521.63,523.08,1622301,0.0,0.0,2023-04-19,HDFCLife,-7.47
523.27,529.85,521.08,528.51,1561641,0.0,0.0,2023-04-20,HDFCLife,5.43
534.24,539.47,509.72,511.61,4452849,0.0,0.0,2023-04-21,HDFCLife,-16.9
549.19,553.72,530.25,545.75,23496385,0.0,0.0,2023-04-24,HDFCLife,34.14
544.36,545.05,526.26,528.01,6700461,0.0,0.0,2023-04-25,HDFCLife,-17.74
527.26,535.14,526.86,529.85,4165761,0.0,0.0,2023-04-26,HDFCLife,1.84
528.36,528.36,514.35,516.15,7978904,0.0,0.0,2023-04-27,HDFCLife,-13.7
515.4,529.25,514.75,528.01,4031679,0.0,0.0,2023-04-28,HDFCLife,11.86
528.26,544.06,527.81,542.71,4239067,0.0,0.0,2023-05-02,HDFCLife,14.7
542.21,546.05,533.34,536.93,2875460,0.0,0.0,2023-05-03,HDFCLife,-5.78
538.03,547.94,534.79,544.7,2312821,0.0,0.0,2023-05-04,HDFCLife,7.77
541.22,546.95,535.73,537.93,2159574,0.0,0.0,2023-05-05,HDFCLife,-6.77
540.22,549.19,538.23,547.74,1970280,0.0,0.0,2023-05-08,HDFCLife,9.81
550.68,555.62,547.79,550.24,1927306,0.0,0.0,2023-05-09,HDFCLife,2.5
551.58,561.65,549.34,560.8,3191516,0.0,0.0,2023-05-10,HDFCLife,10.56
560.2,567.53,559.21,565.54,1620276,0.0,0.0,2023-05-11,HDFCLife,4.74
565.54,567.13,556.81,558.81,1433810,0.0,0.0,2023-05-12,HDFCLife,-6.73
558.06,561.2,554.47,557.46,1984609,0.0,0.0,2023-05-15,HDFCLife,-1.35
